Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time,Comment
2024-10-14,Flat Dumbbell Bench Press,Chest,16.0,kgs,7,,,,""
2024-10-14,Flat Dumbbell Bench Press,Chest,16.0,kgs,11,,,,""
2024-10-14,Flat Dumbbell Bench Press,Chest,16.0,kgs,7,,,,""
2024-10-14,Cable Overhead Triceps Extension,Triceps,5.0,kgs,9,,,,""
2024-10-14,Cable Overhead Triceps Extension,Triceps,10.0,kgs,7,,,,""
2024-10-14,Cable Overhead Triceps Extension,Triceps,10.0,kgs,9,,,,""
2024-10-14,Seated Machine Fly,Chest,59.0,kgs,7,,,,""
2024-10-14,Seated Machine Fly,Chest,59.0,kgs,7,,,,""
2024-10-14,Lying Leg Curl Machine,Legs,15.0,kgs,12,,,,""
2024-10-14,Lying Leg Curl Machine,Legs,20.0,kgs,8,,,,""
2024-10-14,Lying Leg Curl Machine,Legs,20.0,kgs,8,,,,""
2024-10-14,light v bar,Triceps,27.0,kgs,12,,,,""
2024-10-14,light v bar,Triceps,37.0,kgs,11,,,,""
2024-10-14,light v bar,Triceps,37.0,kgs,9,,,,""
2024-10-16,Overhead Press,Shoulders,20.0,kgs,12,,,,""
2024-10-16,Overhead Press,Shoulders,35.0,kgs,9,,,,""
2024-10-16,Overhead Press,Shoulders,35.0,kgs,4,,,,""
2024-10-16,Overhead Press,Shoulders,35.0,kgs,2,,,,""
2024-10-16,Seated Dumbbell Lateral Raise,Shoulders,8.0,kgs,9,,,,""
2024-10-16,Dumbbell Hammer Curl,Biceps,8.0,kgs,12,,,,""
2024-10-16,Seated Dumbbell Lateral Raise,Shoulders,8.0,kgs,8,,,,""
2024-10-16,Dumbbell Hammer Curl,Biceps,16.0,kgs,3,,,,""
2024-10-16,Seated Dumbbell Lateral Raise,Shoulders,8.0,kgs,5,,,,""
2024-10-16,Dumbbell Hammer Curl,Biceps,12.0,kgs,9,,,,""
2024-10-16,Rear Delt Machine Fly,Shoulders,32.0,kgs,12,,,,""
2024-10-16,Rear Delt Machine Fly,Shoulders,39.0,kgs,12,,,,""
2024-10-16,Rear Delt Machine Fly,Shoulders,39.0,kgs,10,,,,""
2024-10-16,Calf Press,Legs,25.0,kgs,12,,,,""
2024-10-16,Calf Press,Legs,25.0,kgs,12,,,,""
2024-10-16,Seated Machine Curl,Biceps,27.0,kgs,9,,,,""
2024-10-16,Seated Machine Curl,Biceps,27.0,kgs,6,,,,""
2024-10-18,Flat Barbell Bench Press,Chest,30.0,kgs,12,,,,""
2024-10-18,Flat Barbell Bench Press,Chest,50.0,kgs,6,,,,""
2024-10-18,Flat Barbell Bench Press,Chest,50.0,kgs,6,,,,""
2024-10-18,Flat Barbell Bench Press,Chest,50.0,kgs,5,,,,""
2024-10-18,V-bar gym group,Triceps,7.5,kgs,12,,,,""
2024-10-18,V-bar gym group,Triceps,21.6,kgs,10,,,,""
2024-10-18,V-bar gym group,Triceps,23.8,kgs,9,,,,""
2024-10-18,V-bar gym group,Triceps,23.8,kgs,5,,,,""
2024-10-18,Incline Dumbbell Bench Press,Chest,18.0,kgs,8,,,,""
2024-10-18,Incline Dumbbell Bench Press,Chest,18.0,kgs,5,,,,""
2024-10-18,Incline Dumbbell Bench Press,Chest,18.0,kgs,5,,,,""
2024-10-18,Cable Overhead Triceps Extension,Triceps,10.0,kgs,9,,,,""
2024-10-18,Cable Overhead Triceps Extension,Triceps,10.0,kgs,8,,,,""
2024-10-18,Cable Overhead Triceps Extension,Triceps,10.0,kgs,7,,,,""
2024-10-18,Leg Extension Machine,Legs,14.5,kgs,12,,,,""
2024-10-18,Leg Extension Machine,Legs,14.5,kgs,12,,,,""
2024-10-18,Leg Extension Machine,Legs,23.0,kgs,10,,,,""
2024-10-18,Seated Machine Fly,Chest,59.0,kgs,8,,,,""
2024-10-18,Seated Machine Fly,Chest,59.0,kgs,6,,,,""
2024-10-18,Seated Machine Fly,Chest,59.0,kgs,5,,,,""
2024-10-22,T-Bar Row,Back,70.0,kgs,9,,,,""
2024-10-22,T-Bar Row,Back,70.0,kgs,10,,,,""
2024-10-22,T-Bar Row,Back,70.0,kgs,8,,,,""
2024-10-22,Lat Pulldown,Back,52.0,kgs,6,,,,""
2024-10-22,Lat Pulldown,Back,45.0,kgs,10,,,,""
2024-10-22,Lat Pulldown,Back,45.0,kgs,7,,,,"ran out of juice"
2024-11-10,Flat Dumbbell Bench Press,Chest,8.0,kgs,12,,,,""
2024-11-10,Flat Dumbbell Bench Press,Chest,16.0,kgs,8,,,,""
2024-11-10,Flat Dumbbell Bench Press,Chest,16.0,kgs,10,,,,""
2024-11-10,Flat Dumbbell Bench Press,Chest,16.0,kgs,7,,,,""
2024-11-10,Cable Overhead Triceps Extension,Triceps,5.0,kgs,12,,,,""
2024-11-10,Cable Overhead Triceps Extension,Triceps,10.0,kgs,8,,,,""
2024-11-10,Cable Overhead Triceps Extension,Triceps,10.0,kgs,7,,,,""
2024-11-10,Cable Overhead Triceps Extension,Triceps,10.0,kgs,5,,,,""
2024-11-10,Incline Dumbbell Bench Press,Chest,14.0,kgs,5,,,,""
2024-11-14,Barbell Row,Back,20.0,kgs,12,,,,""
2024-11-14,Barbell Row,Back,50.0,kgs,7,,,,""
2024-11-14,Barbell Row,Back,40.0,kgs,10,,,,""
2024-11-14,Barbell Row,Back,40.0,kgs,11,,,,""
2024-11-14,Dumbbell Hammer Curl,Biceps,8.0,kgs,12,,,,""
2024-11-14,Dumbbell Hammer Curl,Biceps,12.0,kgs,6,,,,""
2024-11-14,Dumbbell Hammer Curl,Biceps,12.0,kgs,6,,,,""
2024-11-14,Seated Cable Row,Back,39.0,kgs,10,,,,""
2024-11-14,Seated Cable Row,Back,39.0,kgs,8,,,,""
2024-11-14,Seated Cable Row,Back,39.0,kgs,8,,,,""
2024-11-14,Lat Pulldown,Back,47.3,kgs,7,,,,""
2024-11-14,Lat Pulldown,Back,47.3,kgs,7,,,,""
2024-11-14,Lat Pulldown,Back,47.3,kgs,9,,,,""
2024-11-14,EZ-Bar Preacher Curl,Biceps,15.0,kgs,12,,,,""
2024-11-14,EZ-Bar Preacher Curl,Biceps,17.5,kgs,7,,,,""
2024-11-15,Overhead Press,Shoulders,20.0,kgs,12,,,,""
2024-11-15,Overhead Press,Shoulders,35.0,kgs,5,,,,""
2024-11-15,Overhead Press,Shoulders,30.0,kgs,7,,,,""
2024-11-15,Lateral Machine Raise,Shoulders,3.4,kgs,10,,,,"different from other places   12 on left 10 on right, balance for right"
2024-11-15,Lateral Machine Raise,Shoulders,3.4,kgs,9,,,,""
2024-11-15,Lateral Machine Raise,Shoulders,3.4,kgs,8,,,,""
2024-11-15,Cable Face Pull,Shoulders,14.0,kgs,12,,,,""
2024-11-15,Cable Face Pull,Shoulders,23.0,kgs,12,,,,""
2024-11-15,Cable Face Pull,Shoulders,27.0,kgs,11,,,,""
2024-11-16,Flat Dumbbell Bench Press,Chest,6.0,kgs,12,,,,""
2024-11-16,Flat Dumbbell Bench Press,Chest,16.0,kgs,9,,,,""
2024-11-16,Flat Dumbbell Bench Press,Chest,16.0,kgs,12,,,,""
2024-11-16,Flat Dumbbell Bench Press,Chest,20.0,kgs,9,,,,""
2024-11-16,V-Bar Push Down,Triceps,32.0,kgs,12,,,,"dedicated pushdown machine"
2024-11-16,V-Bar Push Down,Triceps,41.0,kgs,11,,,,""
2024-11-16,V-Bar Push Down,Triceps,41.0,kgs,8,,,,""
2024-11-16,V-Bar Push Down,Triceps,41.0,kgs,5,,,,""
2024-11-16,Seated Machine Fly,Chest,59.0,kgs,6,,,,""
2024-11-16,Seated Machine Fly,Chest,59.0,kgs,3,,,,""
2024-11-16,Seated Machine Fly,Chest,59.0,kgs,5,,,,""
2024-11-16,Cable Overhead Triceps Extension,Triceps,10.0,kgs,12,,,,""
2024-11-16,Cable Overhead Triceps Extension,Triceps,15.0,kgs,4,,,,""
2024-11-16,Cable Overhead Triceps Extension,Triceps,12.5,kgs,6,,,,""
2024-11-17,Barbell Row,Back,20.0,kgs,12,,,,""
2024-11-17,Barbell Row,Back,50.0,kgs,6,,,,""
2024-11-17,Barbell Row,Back,50.0,kgs,8,,,,""
2024-11-17,Barbell Row,Back,50.0,kgs,7,,,,""
2024-11-17,Lat Pulldown,Back,47.3,kgs,12,,,,"barely"
2024-11-17,Lat Pulldown,Back,52.0,kgs,10,,,,""
2024-11-17,Lat Pulldown,Back,52.0,kgs,8,,,,""
2024-11-17,Seated Cable Row,Back,52.0,kgs,5,,,,""
2024-11-17,Seated Cable Row,Back,52.0,kgs,10,,,,""
2024-11-17,Seated Cable Row,Back,52.0,kgs,7,,,,""
2024-11-18,Lateral Machine Raise,Shoulders,3.4,kgs,7,,,,""
2024-11-18,Lateral Machine Raise,Shoulders,3.4,kgs,12,,,,""
2024-11-18,Lateral Machine Raise,Shoulders,5.7,kgs,5,,,,""
2024-11-18,Seated Dumbbell Press,Shoulders,18.0,kgs,5,,,,""
2024-11-18,Seated Dumbbell Press,Shoulders,18.0,kgs,5,,,,""
2024-12-15,Barbell Row,Back,20.0,kgs,12,,,,""
2024-12-15,Barbell Row,Back,40.0,kgs,12,,,,""
2024-12-15,Barbell Row,Back,50.0,kgs,6,,,,""
2024-12-15,Barbell Row,Back,40.0,kgs,7,,,,""
2024-12-15,Dumbbell Hammer Curl,Biceps,7.5,kgs,12,,,,""
2024-12-15,Dumbbell Hammer Curl,Biceps,10.0,kgs,8,,,,""
2024-12-15,Dumbbell Hammer Curl,Biceps,12.0,kgs,6,,,,""
2024-12-15,Cable Face Pull,Shoulders,16.0,kgs,12,,,,""
2024-12-15,Cable Face Pull,Shoulders,27.0,kgs,9,,,,""
2024-12-15,Cable Face Pull,Shoulders,27.0,kgs,12,,,,""
2024-12-15,Cable Face Pull,Shoulders,32.0,kgs,7,,,,""
2024-12-15,Barbell Curl,Biceps,20.0,kgs,7,,,,""
2024-12-15,Barbell Curl,Biceps,20.0,kgs,7,,,,""
2024-12-15,Lat Pulldown,Back,45.0,kgs,11,,,,""
2024-12-15,Lat Pulldown,Back,45.0,kgs,10,,,,""
2024-12-15,Lat Pulldown,Back,45.0,kgs,7,,,,""
2024-12-20,Barbell Row,Back,50.0,kgs,9,,,,""
2024-12-20,Barbell Row,Back,60.0,kgs,6,,,,""
2024-12-20,Barbell Row,Back,60.0,kgs,6,,,,""
2024-12-20,Smith machine flat bench,Chest,25.0,kgs,12,,,,""
2024-12-20,Smith machine flat bench,Chest,47.3,kgs,10,,,,""
2024-12-20,Smith machine flat bench,Chest,45.0,kgs,10,,,,""
2024-12-20,Smith machine flat bench,Chest,47.5,kgs,8,,,,""
2024-12-20,romani seated row,Back,75.0,kgs,12,,,,""
2024-12-20,romani seated row,Back,100.0,kgs,8,,,,""
2024-12-20,vbar ashlyns,Triceps,27.2,kgs,12,,,,""
2024-12-20,vbar ashlyns,Triceps,39.0,kgs,6,,,,""
2024-12-20,james grip lat pulldown,Back,25.0,kgs,12,,,,""
2024-12-20,james grip lat pulldown,Back,45.7,kgs,10,,,,""
2024-12-20,james grip lat pulldown,Back,45.0,kgs,10,,,,""
2025-01-06,Seated Machine Fly,Chest,52.0,kgs,8,,,,""
2025-01-06,Seated Machine Fly,Chest,52.0,kgs,9,,,,""
2025-01-06,Seated Machine Fly,Chest,52.0,kgs,7,,,,""
2025-01-06,Cable Overhead Triceps Extension,Triceps,10.0,kgs,12,,,,"probably a bit heavy for warm up"
2025-01-06,Cable Overhead Triceps Extension,Triceps,15.0,kgs,7,,,,""
2025-01-06,Cable Overhead Triceps Extension,Triceps,15.0,kgs,5,,,,""
2025-01-06,Seated Dumbbell Press,Shoulders,8.0,kgs,8,,,,""
2025-01-06,Seated Dumbbell Press,Shoulders,8.0,kgs,12,,,,""
2025-01-06,Seated Dumbbell Press,Shoulders,12.0,kgs,7,,,,""
2025-01-06,Seated Dumbbell Press,Shoulders,12.0,kgs,6,,,,""
2025-01-06,Lateral Machine Raise,Shoulders,3.4,kgs,10,,,,""
2025-01-06,Lateral Machine Raise,Shoulders,3.4,kgs,9,,,,""
2025-01-06,Lateral Machine Raise,Shoulders,3.4,kgs,7,,,,""
2025-01-06,Plate Loaded Chest Press,Chest,40.0,kgs,5,,,,""
2025-01-06,Plate Loaded Chest Press,Chest,40.0,kgs,3,,,,""
2025-01-06,Plate Loaded Chest Press,Chest,20.0,kgs,9,,,,""
2025-01-07,Barbell Row,Back,20.0,kgs,12,,,,""
2025-01-07,Barbell Row,Back,50.0,kgs,8,,,,""
2025-01-07,Barbell Row,Back,50.0,kgs,6,,,,""
2025-01-07,Barbell Row,Back,40.0,kgs,10,,,,""
2025-01-07,Dumbbell Hammer Curl,Biceps,6.0,kgs,12,,,,""
2025-01-07,Dumbbell Hammer Curl,Biceps,10.0,kgs,4,,,,""
2025-01-07,Dumbbell Hammer Curl,Biceps,10.0,kgs,6,,,,""
2025-01-07,Seated Cable Row,Back,45.0,kgs,7,,,,""
2025-01-07,Seated Cable Row,Back,45.0,kgs,7,,,,""
2025-01-07,cable rear delt,Shoulders,5.0,kgs,10,,,,""
2025-01-07,cable rear delt,Shoulders,5.0,kgs,6,,,,""
2025-01-07,Lat Pulldown,Back,45.0,kgs,10,,,,""
2025-01-07,Lat Pulldown,Back,45.0,kgs,7,,,,""
2025-01-07,Lat Pulldown,Back,45.0,kgs,6,,,,""
2025-01-07,EZ-Bar Preacher Curl,Biceps,12.5,kgs,10,,,,"fatigue not failure"
2025-01-07,EZ-Bar Preacher Curl,Biceps,12.5,kgs,9,,,,""
2025-01-07,EZ-Bar Preacher Curl,Biceps,12.5,kgs,7,,,,""
2025-01-07,cable rear delt,Shoulders,5.0,kgs,6,,,,""
2025-01-10,Leg Press,Legs,45.0,kgs,12,,,,""
2025-01-10,Leg Press,Legs,45.0,kgs,12,,,,""
2025-01-10,Leg Press,Legs,45.0,kgs,10,,,,""
2025-01-10,hip abduction,Legs,18.0,kgs,12,,,,""
2025-01-10,hip abduction,Legs,25.0,kgs,12,,,,""
2025-01-10,hip abduction,Legs,25.0,kgs,12,,,,""
2025-01-10,hip adduction,Legs,18.0,kgs,12,,,,""
2025-01-10,hip adduction,Legs,18.0,kgs,12,,,,""
2025-01-10,hip adduction,Legs,18.0,kgs,12,,,,""
2025-01-10,Calf Press,Legs,32.0,kgs,12,,,,""
2025-01-10,Calf Press,Legs,59.0,kgs,12,,,,""
2025-01-10,Calf Press,Legs,39.0,kgs,12,,,,""
2025-01-10,Lying Leg Curl Machine,Legs,23.0,kgs,10,,,,""
2025-01-10,Lying Leg Curl Machine,Legs,23.0,kgs,12,,,,""
2025-01-11,Flat Dumbbell Bench Press,Chest,6.0,kgs,12,,,,""
2025-01-11,Flat Dumbbell Bench Press,Chest,16.0,kgs,8,,,,""
2025-01-11,Flat Dumbbell Bench Press,Chest,16.0,kgs,11,,,,""
2025-01-11,Flat Dumbbell Bench Press,Chest,16.0,kgs,7,,,,""
2025-01-11,Cable Overhead Triceps Extension,Triceps,10.0,kgs,9,,,,"still a bit heavy for warmup lol"
2025-01-11,Cable Overhead Triceps Extension,Triceps,10.0,kgs,8,,,,""
2025-01-11,Plate Loaded Chest Press,Chest,40.0,kgs,10,,,,""
2025-01-11,Plate Loaded Chest Press,Chest,40.0,kgs,8,,,,""
2025-01-11,Plate Loaded Chest Press,Chest,40.0,kgs,6,,,,""
2025-01-11,Seated Machine Fly,Chest,52.0,kgs,5,,,,""
2025-01-11,Seated Machine Fly,Chest,52.0,kgs,6,,,,""
2025-01-11,V-Bar Push Down,Triceps,17.0,kgs,12,,,,""
2025-01-11,V-Bar Push Down,Triceps,24.0,kgs,6,,,,""
2025-01-11,V-Bar Push Down,Triceps,23.0,kgs,6,,,,""
2025-01-11,V-Bar Push Down,Triceps,19.0,kgs,7,,,,""
2025-01-11,Seated Machine Fly,Chest,52.0,kgs,5,,,,""
2025-01-12,Barbell Row,Back,20.0,kgs,12,,,,""
2025-01-12,Barbell Row,Back,50.0,kgs,7,,,,""
2025-01-12,Barbell Row,Back,50.0,kgs,8,,,,""
2025-01-12,Barbell Row,Back,50.0,kgs,7,,,,""
2025-01-12,Lat Pulldown,Back,28.0,kgs,12,,,,""
2025-01-12,Lat Pulldown,Back,52.0,kgs,10,,,,""
2025-01-12,Lat Pulldown,Back,52.0,kgs,8,,,,"forearms gave out :("
2025-01-12,Lat Pulldown,Back,52.0,kgs,8,,,,""
2025-01-12,Rear Delt Machine Fly,Shoulders,25.0,kgs,12,,,,""
2025-01-12,Rear Delt Machine Fly,Shoulders,39.0,kgs,6,,,,"rough one"
2025-01-12,Rear Delt Machine Fly,Shoulders,32.0,kgs,11,,,,""
2025-01-12,Rear Delt Machine Fly,Shoulders,32.0,kgs,9,,,,""
2025-01-12,Seated Cable Row,Back,45.0,kgs,7,,,,""
2025-01-12,Seated Cable Row,Back,45.0,kgs,10,,,,""
2025-01-12,Seated Cable Row,Back,45.0,kgs,8,,,,""
2025-01-12,Pull Up,Back,41.0,kgs,5,,,,""
2025-01-12,Pull Up,Back,41.0,kgs,5,,,,""
2025-01-18,Seated Dumbbell Press,Shoulders,6.0,kgs,12,,,,""
2025-01-18,Seated Dumbbell Press,Shoulders,16.0,kgs,7,,,,""
2025-01-18,Seated Dumbbell Press,Shoulders,18.0,kgs,5,,,,""
2025-01-18,EZ-Bar Preacher Curl,Biceps,7.5,kgs,12,,,,""
2025-01-18,EZ-Bar Preacher Curl,Biceps,17.5,kgs,12,,,,""
2025-01-18,EZ-Bar Preacher Curl,Biceps,22.5,kgs,7,,,,""
2025-01-18,EZ-Bar Preacher Curl,Biceps,22.5,kgs,6,,,,""
2025-01-18,Lateral Machine Raise,Shoulders,3.4,kgs,9,,,,""
2025-01-18,Lateral Machine Raise,Shoulders,3.4,kgs,9,,,,""
2025-01-18,Lateral Machine Raise,Shoulders,3.4,kgs,9,,,,""
2025-01-18,Dumbbell Hammer Curl,Biceps,10.0,kgs,11,,,,""
2025-01-18,Dumbbell Hammer Curl,Biceps,14.0,kgs,4,,,,""
2025-01-18,Dumbbell Hammer Curl,Biceps,12.0,kgs,5,,,,""
2025-01-22,Seated Machine Fly,Chest,32.0,kgs,12,,,,""
2025-01-22,Seated Machine Fly,Chest,59.0,kgs,6,,,,""
2025-01-22,Seated Machine Fly,Chest,59.0,kgs,10,,,,""
2025-01-22,Seated Machine Fly,Chest,59.0,kgs,5,,,,""
2025-01-22,V-Bar Push Down,Triceps,32.0,kgs,12,,,,""
2025-01-22,V-Bar Push Down,Triceps,41.0,kgs,12,,,,""
2025-01-22,Flat Dumbbell Bench Press,Chest,16.0,kgs,7,,,,""
2025-01-22,Flat Dumbbell Bench Press,Chest,16.0,kgs,8,,,,""
2025-01-22,Flat Dumbbell Bench Press,Chest,16.0,kgs,6,,,,""
2025-01-22,Cable Overhead Triceps Extension,Triceps,15.0,kgs,5,,,,""
2025-01-22,Cable Overhead Triceps Extension,Triceps,15.0,kgs,4,,,,""
2025-01-22,Cable Overhead Triceps Extension,Triceps,12.5,kgs,3,,,,""
2025-01-29,climbing(B),Back,0.0,kgs,1,,,,""
2025-01-29,climbing (F),Forearm,0.0,kgs,1,,,,""
2025-01-29,climbing(S),Shoulders,0.0,kgs,1,,,,""
2025-01-31,Flat Barbell Bench Press,Chest,25.0,kgs,12,,,,""
2025-01-31,Flat Barbell Bench Press,Chest,50.0,kgs,6,,,,""
2025-01-31,Flat Barbell Bench Press,Chest,50.0,kgs,5,,,,""
2025-01-31,Flat Barbell Bench Press,Chest,50.0,kgs,4,,,,""
2025-01-31,V-Bar Push Down,Triceps,23.0,kgs,12,,,,""
2025-01-31,V-Bar Push Down,Triceps,50.0,kgs,6,,,,""
2025-01-31,V-Bar Push Down,Triceps,50.0,kgs,5,,,,""
2025-01-31,V-Bar Push Down,Triceps,50.0,kgs,5,,,,""
2025-01-31,Seated Machine Fly,Chest,79.0,kgs,5,,,,""
2025-01-31,Seated Machine Fly,Chest,73.0,kgs,4,,,,""
2025-01-31,Seated Machine Fly,Chest,66.0,kgs,4,,,,""
2025-02-01,Barbell Row,Back,20.0,kgs,12,,,,""
2025-02-01,Barbell Row,Back,50.0,kgs,6,,,,""
2025-02-01,Barbell Row,Back,50.0,kgs,7,,,,""
2025-02-01,Barbell Row,Back,50.0,kgs,5,,,,""
2025-02-01,EZ-Bar Preacher Curl,Biceps,22.5,kgs,5,,,,""
2025-02-01,EZ-Bar Preacher Curl,Biceps,22.5,kgs,7,,,,""
2025-02-01,EZ-Bar Preacher Curl,Biceps,22.5,kgs,5,,,,""
2025-02-01,Lat Pulldown,Back,52.0,kgs,4,,,,"lats still fucked from climbing"
2025-02-01,Rear Delt Machine Fly,Shoulders,25.0,kgs,12,,,,""
2025-02-01,Rear Delt Machine Fly,Shoulders,32.0,kgs,5,,,,"too tired"
2025-02-05,climbing(B),Back,1.0,kgs,1,,,,""
2025-02-05,climbing(S),Shoulders,1.0,kgs,1,,,,""
2025-02-12,climbing(B),Back,1.0,kgs,1,,,,""
2025-02-12,climbing(S),Shoulders,1.0,kgs,1,,,,""
2025-02-19,climbing(B),Back,1.0,kgs,1,,,,""
2025-02-19,climbing(S),Shoulders,1.0,kgs,1,,,,""
2025-02-26,climbing(B),Back,1.0,kgs,1,,,,""
2025-02-26,climbing(S),Shoulders,1.0,kgs,1,,,,""
2025-03-05,climbing(B),Back,1.0,kgs,1,,,,""
2025-03-05,climbing(S),Shoulders,1.0,kgs,1,,,,""
2025-03-10,Seated Machine Fly,Chest,25.0,kgs,12,,,,""
2025-03-10,Seated Machine Fly,Chest,45.0,kgs,8,,,,""
2025-03-10,Seated Machine Fly,Chest,45.0,kgs,9,,,,""
2025-03-10,V-Bar Push Down,Triceps,18.0,kgs,12,,,,""
2025-03-10,V-Bar Push Down,Triceps,24.0,kgs,12,,,,""
2025-03-10,V-Bar Push Down,Triceps,24.0,kgs,12,,,,""
2025-03-10,Flat Dumbbell Bench Press,Chest,6.0,kgs,12,,,,""
2025-03-10,Flat Dumbbell Bench Press,Chest,10.0,kgs,10,,,,""
2025-03-10,Flat Dumbbell Bench Press,Chest,10.0,kgs,10,,,,""
2025-03-10,Cable Overhead Triceps Extension,Triceps,7.9,kgs,9,,,,""
2025-03-10,Cable Overhead Triceps Extension,Triceps,7.9,kgs,9,,,,""
2025-03-10,Cable Overhead Triceps Extension,Triceps,7.9,kgs,7,,,,""
2025-03-12,climbing(B),Back,1.0,kgs,1,,,,""
2025-03-12,climbing(S),Shoulders,1.0,kgs,1,,,,""
2025-03-12,Lat Pulldown,Back,23.0,kgs,12,,,,""
2025-03-12,Lat Pulldown,Back,32.0,kgs,12,,,,""
2025-03-12,Lat Pulldown,Back,32.0,kgs,12,,,,""
2025-03-12,Lying Leg Curl Machine,Legs,23.0,kgs,10,,,,""
2025-03-12,Lying Leg Curl Machine,Legs,23.0,kgs,10,,,,""
2025-03-12,Lying Leg Curl Machine,Legs,23.0,kgs,6,,,,""
2025-03-12,Barbell Row,Back,20.0,kgs,12,,,,""
2025-03-12,Barbell Row,Back,35.0,kgs,10,,,,""
2025-03-12,Barbell Row,Back,35.0,kgs,10,,,,""
2025-03-12,Leg Extension Machine,Legs,13.3,kgs,12,,,,""
2025-03-12,Leg Extension Machine,Legs,13.3,kgs,10,,,,""
2025-03-12,Leg Extension Machine,Legs,13.3,kgs,10,,,,""
2025-03-12,Seated Cable Row,Back,32.0,kgs,12,,,,""
2025-03-12,Seated Cable Row,Back,39.0,kgs,12,,,,""
2025-03-12,Seated Cable Row,Back,39.0,kgs,8,,,,""
2025-03-13,shoulder press machine,Shoulders,18.0,kgs,9,,,,""
2025-03-13,shoulder press machine,Shoulders,14.0,kgs,10,,,,""
2025-03-13,shoulder press machine,Shoulders,14.0,kgs,10,,,,""
2025-03-13,Lateral Machine Raise,Shoulders,3.4,kgs,8,,,,""
2025-03-13,Lateral Machine Raise,Shoulders,3.4,kgs,8,,,,""
2025-03-13,Seated Machine Curl,Biceps,18.0,kgs,10,,,,""
2025-03-13,Seated Machine Curl,Biceps,18.0,kgs,10,,,,""
2025-03-13,Seated Machine Curl,Biceps,14.0,kgs,5,,,,""
2025-03-18,Flat Barbell Bench Press,Chest,20.0,kgs,12,,,,""
2025-03-18,Flat Barbell Bench Press,Chest,50.0,kgs,7,,,,""
2025-03-18,Flat Barbell Bench Press,Chest,55.0,kgs,4,,,,""
2025-03-18,Flat Barbell Bench Press,Chest,55.0,kgs,3,,,,""
2025-03-18,Cable Overhead Triceps Extension,Triceps,7.9,kgs,10,,,,""
2025-03-18,Cable Overhead Triceps Extension,Triceps,7.9,kgs,10,,,,""
2025-03-18,Cable Overhead Triceps Extension,Triceps,7.9,kgs,10,,,,""
2025-03-18,Seated Machine Fly,Chest,45.0,kgs,9,,,,""
2025-03-18,Seated Machine Fly,Chest,45.0,kgs,9,,,,""
2025-03-18,Seated Machine Fly,Chest,45.0,kgs,6,,,,""
2025-03-18,V-bar gym group,Triceps,23.8,kgs,8,,,,""
2025-03-18,V-bar gym group,Triceps,23.8,kgs,5,,,,""
2025-03-18,V-bar gym group,Triceps,23.8,kgs,6,,,,""
2025-03-19,Seated Cable Row,Back,32.0,kgs,12,,,,""
2025-03-19,Seated Cable Row,Back,45.0,kgs,8,,,,""
2025-03-19,Seated Cable Row,Back,45.0,kgs,10,,,,"forgot to do 3 :("
2025-03-19,Seated Row,Back,27.0,kgs,10,,,,""
2025-03-19,Seated Row,Back,27.0,kgs,11,,,,""
2025-03-19,Lat Pulldown,Back,23.0,kgs,12,,,,""
2025-03-19,Lat Pulldown,Back,45.0,kgs,6,,,,""
2025-03-19,Lat Pulldown,Back,45.0,kgs,8,,,,""
2025-03-19,Lat Pulldown,Back,45.0,kgs,6,,,,"failure"
2025-03-19,Pull Up,Back,41.0,kgs,7,,,,""
2025-03-19,Pull Up,Back,41.0,kgs,5,,,,""
2025-03-19,Pull Up,Back,41.0,kgs,6,,,,""
2025-03-19,Seated Row,Back,27.0,kgs,10,,,,""
2025-03-20,Lying Leg Curl Machine,Legs,16.0,kgs,12,,,,""
2025-03-20,Lying Leg Curl Machine,Legs,27.0,kgs,6,,,,""
2025-03-20,Lying Leg Curl Machine,Legs,27.0,kgs,6,,,,""
2025-03-20,Lying Leg Curl Machine,Legs,27.0,kgs,5,,,,""
2025-03-20,hip abduction,Legs,18.0,kgs,12,,,,""
2025-03-20,hip abduction,Legs,25.0,kgs,12,,,,""
2025-03-20,hip abduction,Legs,25.0,kgs,12,,,,""
2025-03-20,Standing Calf Raise Machine,Legs,45.0,kgs,10,,,,""
2025-03-20,Standing Calf Raise Machine,Legs,45.0,kgs,8,,,,""
2025-03-20,Standing Calf Raise Machine,Legs,45.0,kgs,9,,,,""
2025-03-20,Leg Extension Machine,Legs,27.3,kgs,8,,,,""
2025-03-20,Leg Extension Machine,Legs,20.3,kgs,8,,,,""
2025-03-26,Flat Barbell Bench Press,Chest,20.0,kgs,12,,,,""
2025-03-26,Flat Barbell Bench Press,Chest,55.0,kgs,4,,,,""
2025-03-26,Flat Barbell Bench Press,Chest,55.0,kgs,3,,,,""
2025-03-26,Flat Barbell Bench Press,Chest,50.0,kgs,5,,,,""
2025-03-26,V-Bar Push Down,Triceps,18.0,kgs,12,,,,""
2025-03-26,V-Bar Push Down,Triceps,36.0,kgs,9,,,,""
2025-03-26,V-Bar Push Down,Triceps,41.0,kgs,8,,,,""
2025-03-26,V-Bar Push Down,Triceps,41.0,kgs,6,,,,""
2025-03-26,Seated Machine Fly,Chest,45.0,kgs,6,,,,""
2025-03-26,Seated Machine Fly,Chest,45.0,kgs,7,,,,""
2025-03-26,Seated Machine Fly,Chest,45.0,kgs,5,,,,""
